annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
15680,8,6,22,0,1,4,13,1,0,0,1,1,1,0,1960,0,1,0,0,0,0,0,0,0,485.11,155.11,1300.4,1286.3,3226.92,1.65,3841600,0.2057985,7.5807,16,36,9.660141,0.0820344,0.0408304
20325.2,10.37,29,46,2,1,15,12,0,1,0,1,1,1,0,1960,0,1,0,0,0,0,0,0,0,149.99,0,1153.97,1394.1,2698.06,1.38,3841600,0.1327446,7.5807,225,841,9.919617,0.0685897,0.0073795
17340,4.25,8,26,0,1,2,12,0,0,1,1,1,0,0,4080,0,1,0,0,0,0,0,0,0,0,0,1311.69,1963.75,3275.44,0.8,1.66E+07,0.188895,8.313852,4,64,9.760771,0.1132497,0
14000,7,15,31,2,1,2,12,0,1,0,1,1,0,0,2000,0,1,0,0,0,0,0,0,0,425.85,0,431.63,0,857.48,0.43,4000000,0.0612486,7.600903,4,225,9.546813,0,0.0304179
14000,7,36,56,0,1,25,8,0,0,1,1,1,0,0,2000,0,1,0,0,0,0,0,0,0,425.85,0,431.63,0,857.48,0.43,4000000,0.0612486,7.600903,625,1296,9.546813,0,0.0304179
20000,10,11,27,2,1,0.5,12,0,0,0,1,1,0,0,2000,0,1,0,0,0,0,0,0,0,139.56,0,356.26,0,495.82,0.25,4000000,0.024791,7.600903,0.25,121,9.903487,0,0.006978
17952,8.5,30,46,1,1,2,10,1,0,0,1,1,1,0,2112,0,1,0,0,0,0,0,0,0,0,0,819.9,888.49,1708.39,0.81,4460544,0.0951643,7.655391,4,900,9.795457,0.0494925,0
19894,10.15,8,24,2,1,8,12,0,0,1,1,1,1,0,1960,0,1,0,0,0,0,0,0,0,0,0,819.9,888.49,1708.39,0.87,3841600,0.0858746,7.5807,64,64,9.898173,0.0446612,0
27499.5,8.33,20,36,2,1,8,16,0,0,1,1,1,0,1,3300,0,1,0,0,0,0,0,0,0,995.69,408.11,917.51,1452.01,3773.32,1.14,1.09E+07,0.1372141,8.101678,64,400,10.22192,0.0528013,0.0510482
13569.2,7.07,43,59,1,1,25,10,0,0,1,1,1,0,1,1920,0,1,0,0,0,0,0,0,0,995.69,408.11,917.51,1452.01,3773.32,1.97,3686400,0.2780798,7.560081,625,1849,9.515558,0.1070078,0.1034549
7613.99,4.23,23,39,2,0,25,12,1,0,0,0,1,1,0,1800,0,0,1,0,0,0,0,0,0,281.69,1.17,386.5,296.51,965.87,0.54,3240000,0.1268546,7.495542,625,529,8.937742,0.0389428,0.03715
5292.99,2.68,15,37,2,1,8,12,1,0,0,0,1,1,0,1975,0,0,1,0,0,0,0,0,0,281.69,1.17,386.5,296.51,965.87,0.49,3900625,0.182481,7.588324,64,225,8.574139,0.0560194,0.0534405
9015.99,4.6,35,55,4,1,2,10,0,0,1,1,0,0,0,1960,0,0,1,0,0,0,0,0,0,436.85,103.37,670.67,424.93,1635.82,0.83,3841600,0.1814354,7.5807,4,1225,9.106755,0.0471307,0.059918
10150,5.8,3,19,1,0,0.5,12,0,1,0,1,1,1,0,1750,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.83,3062500,0.1423409,7.467371,0.25,9,9.225229,0.0415419,0.0448355
8199.99,4.1,14,30,2,1,8,10,0,0,1,1,0,1,0,2000,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.72,4000000,0.1761905,7.600903,64,196,9.011889,0.0514208,0.0554976
10662.4,5.44,14,30,3,1,8,12,0,1,0,0,1,1,0,1960,0,0,1,0,0,0,0,0,0,453.63,1.45,568.03,421.65,1444.76,0.74,3841600,0.1355004,7.5807,64,196,9.274479,0.0395455,0.0426808
11566.8,5.67,9,25,0,1,2,13,0,0,0,1,1,0,0,2040,0,0,1,0,0,0,0,0,0,357.28,0,500.18,0,857.46,0.42,4161600,0.0741311,7.620705,4,81,9.355894,0,0.0308884
22499,8.93,42,58,0,1,25,8,0,1,0,1,1,0,0,2520,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,0.99,6350400,0.1107289,7.832014,625,1764,10.02123,0.0354278,0.0364421
12054,4.92,29,45,1,1,2,12,0,1,0,1,1,1,0,2450,0,0,1,0,0,0,0,0,0,266.65,0,668.42,0,935.0699,0.38,6002500,0.0775734,7.803843,4,841,9.397152,0,0.0221213
14803.2,7.71,15,32,3,1,15,13,1,0,0,1,1,1,1,1920,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.75,3686400,0.2266172,7.560081,225,225,9.602598,0.083105,0.0760288
20000,5.83,35,52,0,1,15,13,0,0,1,1,1,0,1,3430,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,0.98,1.18E+07,0.167733,8.140316,225,1225,9.903487,0.061511,0.0562735
13062.5,4.75,35,53,2,1,15,6,0,0,1,1,1,0,1,2750,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.22,7562500,0.2568161,7.919356,225,1225,9.477501,0.0941795,0.0861604
6884.99,3.6,3,19,0,0,0.5,12,1,0,0,1,1,1,0,1912.5,0,0,1,0,0,0,0,0,0,355.33,104.64,466.88,409.34,1336.19,0.7,3657656,0.1940729,7.556167,0.25,9,8.837099,0.059454,0.0668076
6099.99,3.05,1,18,0,0,0.5,10,1,0,0,1,1,0,0,2000,0,0,1,0,0,0,0,0,0,355.33,104.64,466.88,409.34,1336.19,0.67,4000000,0.2190479,7.600903,0.25,1,8.716043,0.067105,0.075405
6840.39,3.49,44,60,0,1,15,8,1,0,0,1,1,1,0,1960,0,0,1,0,0,0,0,0,0,286.78,0,414.81,323.79,1025.38,0.52,3841600,0.1499008,7.5807,225,1936,8.8306,0.047335,0.0419245
5126.39,2.67,1,33,2,1,0.5,8,0,0,1,0,1,0,0,1920,0,0,1,0,0,0,0,0,0,286.78,0,414.81,323.79,1025.38,0.53,3686400,0.2000199,7.560081,0.25,1,8.542157,0.0631614,0.0559419
10995.6,5.61,19,37,2,1,8,12,0,0,1,1,1,1,0,1960,0,0,1,0,0,0,0,0,0,625.48,137.28,838.91,729.71,2331.38,1.19,3841600,0.2120284,7.5807,64,361,9.30525,0.0663638,0.0693696
9870,5.25,34,52,2,1,25,6,1,0,0,1,1,1,0,1880,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.06,3534400,0.2019352,7.539027,625,1156,9.197255,0.0614367,0.0644346
9715.2,5.06,23,39,1,1,25,10,0,1,0,0,1,1,0,1920,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.04,3686400,0.2051528,7.560081,625,529,9.181447,0.0624156,0.0654613
15540,7.77,28,44,3,1,8,12,0,1,0,1,1,1,0,2000,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.83,4000000,0.2361596,7.600903,64,784,9.651173,0.0794736,0.0709324
28210,7.28,18,36,2,0,15,12,0,1,0,1,1,1,0,3875,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,0.95,1.50E+07,0.1300929,8.2623,225,324,10.24743,0.0437795,0.0390744
23040,10,17,34,5,1,15,13,0,1,0,1,1,1,0,2304,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.59,5308416,0.1592847,7.742402,225,289,10.04499,0.0536033,0.0478424
17168.6,7.59,38,53,0,1,25,14,0,0,1,1,1,1,0,2262,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.62,5116644,0.2137577,7.724005,625,1444,9.750837,0.0719348,0.0642038
18871.4,7.17,35,56,0,1,25,8,0,1,0,0,1,1,0,2632,0,0,1,0,0,0,0,0,0,1243.95,0,1668.54,1637.75,4550.24,1.73,6927424,0.2411183,7.875499,625,1225,9.845403,0.0867848,0.0659172
15931.1,7.65,35,56,0,1,4,12,0,0,1,1,1,1,0,2082.5,0,0,1,0,0,0,0,0,0,1243.95,0,1668.54,1637.75,4550.24,2.18,4336806,0.28562,7.641325,16,1225,9.676028,0.1028021,0.0780831
7037.99,3.45,2,25,2,1,0.5,10,0,0,1,0,1,0,0,2040,0,0,0,1,0,0,0,0,0,260.37,58.25,433.53,255.73,1007.88,0.49,4161600,0.1432057,7.620705,0.25,4,8.859077,0.0363357,0.0452714
4415.99,2.3,27,49,1,1,0.5,10,0,0,1,0,1,0,0,1920,0,0,0,1,0,0,0,0,0,177.81,0,150.63,148.75,477.19,0.25,3686400,0.1080596,7.560081,0.25,729,8.392987,0.0336844,0.040265
7787.49,4.45,21,37,2,0,8,10,1,0,0,0,1,1,0,1750,0,0,0,1,0,0,0,0,0,112.52,0,116.56,65.03,294.11,0.17,3062500,0.037767,7.467371,64,441,8.960274,0.0083506,0.0144488
4899.99,2.45,20,58,0,1,8,13,0,0,1,0,1,0,0,2000,0,0,0,1,0,0,0,0,0,236.04,0,83.06,0,319.1,0.16,4000000,0.0651226,7.600903,64,400,8.496988,0,0.0481715
4599.99,2.3,25,48,0,1,2,8,0,0,1,0,1,0,0,2000,0,0,0,1,0,0,0,0,0,138.91,0,198.05,0,336.96,0.17,4000000,0.0732523,7.600903,4,625,8.433809,0,0.0301979
13500,5,9,25,0,0,2,13,0,1,0,1,1,0,0,2700,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.1,7290000,0.2199948,7.901007,4,81,9.510445,0.078157,0.0786244
15000,6.94,42,60,0,1,25,12,0,0,1,1,1,0,0,2160,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.37,4665600,0.1979953,7.677864,625,1764,9.615806,0.0703413,0.070762
16000,5.82,28,43,4,1,8,12,1,0,0,1,1,0,0,2750,0,0,0,1,0,0,0,0,0,562.36,220.92,729.7,0,1512.98,0.55,7562500,0.0945612,7.919356,64,784,9.680344,0,0.048955
41600,14.55,17,33,0,0,0.5,18,1,0,0,1,1,0,1,2860,0,0,0,1,0,0,0,0,0,726.34,151.75,659.61,0,1537.7,0.54,8179600,0.0369639,7.958577,0.25,289,10.63586,0,0.0211079
6559.99,3.28,19,48,0,0,15,8,0,1,0,0,1,1,0,2000,0,0,0,1,0,0,0,0,0,342.77,58.82,354.3,287.17,1043.06,0.52,4000000,0.1590033,7.600903,225,361,8.788744,0.043776,0.0612181
9192.39,4.69,12,29,2,1,15,12,0,0,1,0,0,0,0,1960,0,0,0,1,0,0,0,0,0,634.56,5.56,801.78,619.17,2061.07,1.05,3841600,0.2242148,7.5807,225,144,9.126131,0.0673568,0.0696359
17680,6.8,18,34,2,1,2,12,0,0,1,1,1,1,0,2600,0,0,0,1,0,0,0,0,0,947.65,7.48,1323.8,1057.17,3336.1,1.28,6760000,0.1886934,7.863267,4,324,9.78019,0.0597947,0.0540232
50000,20.41,44,60,1,1,8,16,0,0,0,1,1,0,1,2450,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.49,6002500,0.0732202,7.803843,64,1936,10.81978,0.0285284,0.0265608
1980,2.75,4,20,0,0,2,12,0,1,0,1,0,0,0,720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,518400,0,6.579251,4,16,7.590852,0,0
9870,5.25,39,56,0,1,25,16,1,0,0,1,0,0,0,1880,0,0,0,0,1,0,0,0,0,510.28,160.83,665.81,854.68,2191.6,1.17,3534400,0.2220466,7.539027,625,1521,9.197255,0.0865937,0.0679949
15360,8,15,31,2,1,15,13,0,0,1,1,1,1,0,1920,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.89,3686400,0.2367962,7.560081,225,225,9.639522,0.1012754,0.0822402
14670.7,8.49,28,46,0,1,15,14,0,0,0,1,1,1,0,1728,0,0,0,0,1,0,0,0,0,563.68,161.47,684,0,1409.15,0.82,2985984,0.096052,7.45472,225,784,9.593608,0,0.0494285
16699.2,8.52,18,34,6,1,4,10,0,0,1,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,731.34,0,1262.88,1503.07,3497.29,1.78,3841600,0.2094286,7.5807,16,324,9.723116,0.0900085,0.0437949
10904,5.8,34,50,0,1,25,12,0,1,0,0,1,1,1,1880,0,0,0,0,1,0,0,0,0,518.53,226.65,523.07,686.01,1954.26,1.04,3534400,0.1792241,7.539027,625,1156,9.296885,0.0629136,0.0683401
10731,5.47,9,27,0,0,8,12,0,0,1,0,1,1,1,1960,0,0,0,0,1,0,0,0,0,518.53,226.65,523.07,686.01,1954.26,1,3841600,0.1821135,7.5807,64,81,9.280892,0.0639279,0.0694418
11850,5.93,12,30,1,0,2,12,0,0,0,0,1,1,1,2000,0,0,0,0,1,0,0,0,0,314.25,0,587.65,316.85,1218.75,0.61,4000000,0.1028481,7.600903,4,144,9.380083,0.0267384,0.026519
18000,10.29,13,29,0,0,4,13,0,0,0,1,1,0,1,1750,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,2.06,3062500,0.2005806,7.467371,16,169,9.798127,0.0787122,0.0749417
12293.1,4.48,33,52,0,1,25,8,1,0,0,1,1,1,1,2744,0,0,0,0,1,0,0,0,0,754.99,0,723.53,1279.59,2758.11,1.01,7529536,0.2243624,7.917172,625,1089,9.416794,0.1040901,0.0614158
11616,6.05,20,41,1,1,15,13,0,0,0,0,1,1,1,1920,0,0,0,0,1,0,0,0,0,589.33,249.13,784.31,1121.91,2744.68,1.43,3686400,0.2362844,7.560081,225,400,9.360139,0.0965832,0.0721815
32000,10.88,26,46,3,1,25,14,1,0,0,1,1,0,1,2940,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,1.63,8643600,0.1493753,7.986165,625,676,10.37349,0.0639325,0.0541125
1860,1.2,31,50,0,1,2,8,0,0,1,0,1,0,0,1550,0,0,0,0,0,1,0,0,0,42.71,0,0,0,42.71,0.03,2402500,0.0229624,7.34601,4,961,7.528332,0,0.0229624
3166.8,2.9,0,17,0,0,0.5,10,0,0,1,1,1,0,0,1092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1192464,0,6.995766,0.25,0,8.060477,0,0
2550,2.5,0,23,2,1,0.5,12,0,0,0,0,1,0,1,1020,0,0,0,0,0,1,0,0,0,114,0,0,0,114,0.11,1040400,0.0447059,6.927558,0.25,0,7.843849,0,0.0447059
717.6,1.15,27,42,3,1,25,12,0,0,1,0,1,0,1,624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,389376,0,6.436151,625,729,6.575912,0,0
2500,2.5,1,18,0,0,0.5,12,0,0,0,0,1,0,1,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000000,0,6.907755,0.25,1,7.824046,0,0
4060.87,2.45,1,18,0,0,0.5,10,0,0,1,0,1,0,1,1657.5,0,0,0,0,0,1,0,0,0,357,13.6,221,126.2,717.8,0.43,2747306,0.1767601,7.413066,0.25,1,8.309153,0.0310771,0.0912612
7650,2.73,21,37,4,1,8,10,0,0,1,1,0,0,0,2805,0,0,0,0,0,1,0,0,0,180.94,51.84,215.74,0,448.52,0.16,7868025,0.0586301,7.939159,64,441,8.942461,0,0.0304288
5507.99,2.7,6,25,3,1,0.5,8,0,0,1,1,0,0,0,2040,0,0,0,0,0,1,0,0,0,432,59.75,251.75,0,743.5,0.36,4161600,0.1349857,7.620705,0.25,36,8.613955,0,0.0892794
5250,2.5,1,18,0,0,2,12,0,1,0,0,1,0,0,2100,0,0,0,0,0,1,0,0,0,154.52,0,16.28,0,170.8,0.08,4410000,0.0325333,7.649693,4,1,8.565984,0,0.0294324
5100,2,5,28,3,0,0.5,12,0,1,0,0,1,0,0,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6502500,0,7.843849,0.25,25,8.536996,0,0
8532.69,3.22,38,54,0,0,0.5,10,0,0,1,1,1,0,0,2652,0,0,0,0,0,1,0,0,0,348.11,122.81,514.22,421.82,1406.96,0.53,7033104,0.1648905,7.88307,0.25,1444,9.05166,0.0494358,0.0551901
11550,5.5,19,35,3,1,2,12,0,0,1,0,0,0,0,2100,0,0,0,0,0,1,0,0,0,304.53,125.18,466.49,0,896.2,0.43,4410000,0.0775931,7.649693,4,361,9.354441,0,0.0372043
8250,3.59,26,42,0,0,0.5,10,0,0,1,1,1,0,0,2300,0,0,0,0,0,1,0,0,0,373.78,0,544.96,0,918.74,0.4,5290000,0.1113624,7.740664,0.25,676,9.017968,0,0.0453067
8746.5,3.5,32,51,3,1,0.5,12,0,1,0,1,1,0,0,2499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6245001,0,7.823646,0.25,1024,9.076409,0,0
16000,8,17,33,3,1,4,13,0,0,1,1,1,0,0,2000,0,0,0,0,0,1,0,0,0,571.73,131.03,713.57,607.17,2023.5,1.01,4000000,0.1264687,7.600903,16,289,9.680344,0.0379481,0.0439225
100000,44.44,40,56,0,1,0.5,12,0,0,1,1,1,0,0,2250,0,0,0,0,0,1,0,0,0,453.17,89.13,781.67,654.67,1978.64,0.88,5062500,0.0197864,7.718686,0.25,1600,11.51293,0.0065467,0.005423
13770,5,25,41,2,1,0.5,12,0,0,1,1,1,0,0,2754,0,0,0,0,0,1,0,0,0,306.6,134.03,607.99,0,1048.62,0.38,7584516,0.0761525,7.92081,0.25,625,9.530248,0,0.0319993
12695.8,6.87,8,24,0,1,4,13,0,0,0,1,1,1,0,1848,0,0,0,0,0,1,0,0,0,546.7,0,747.16,964.91,2258.77,1.22,3415104,0.1779148,7.521859,16,64,9.449026,0.0760023,0.0430615
6663.99,3.4,4,22,0,0,2,12,0,0,1,0,1,0,1,1960,0,0,0,0,0,1,0,0,0,270.85,0,395.27,314.45,980.57,0.5,3841600,0.1471446,7.5807,4,16,8.804474,0.0471864,0.0406438
6500,3.25,5,22,0,0,0.5,14,0,0,1,0,1,0,1,2000,0,0,0,0,0,1,0,0,0,190.46,0,311.83,0,502.29,0.25,4000000,0.0772754,7.600903,0.25,25,8.779557,0,0.0293015
5599.99,2.8,7,30,2,1,2,12,0,1,0,0,1,0,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4000000,0,7.600903,4,49,8.63052,0,0
5200,2.5,4,25,1,0,0.5,12,0,0,0,0,1,0,1,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4326400,0,7.640123,0.25,16,8.556414,0,0
9646,4.95,44,64,0,1,15,13,0,0,1,0,1,0,1,1950,0,0,0,0,0,1,0,0,0,385.47,131.89,403.1,595.53,1515.99,0.78,3802500,0.1571625,7.575585,225,1936,9.174298,0.0617385,0.0536347
12000,5.33,38,58,1,1,2,13,0,0,1,1,1,0,1,2250,0,0,0,0,0,1,0,0,0,385.47,131.89,403.1,595.53,1515.99,0.67,5062500,0.1263325,7.718686,4,1444,9.392662,0.0496275,0.0431133
9690,3.17,24,49,0,0,2,12,0,0,1,0,1,0,1,3060,0,0,0,0,0,1,0,0,0,445.44,113.17,67.3,0,625.91,0.2,9363600,0.0645934,8.02617,4,576,9.17885,0,0.0576481
16061.5,6.69,18,34,3,1,15,13,0,0,0,1,1,0,1,2400,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1,5760000,0.1497563,7.783224,225,324,9.68418,0.0506765,0.0601874
15000,5,42,59,0,1,2,13,1,0,0,1,1,0,1,3000,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,0.8,9000000,0.160354,8.006368,4,1764,9.615806,0.0542627,0.0644467
80769.2,36.71,20,37,2,1,4,12,0,0,1,0,1,0,1,2200,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.09,4840000,0.02978,7.696213,16,400,11.29935,0.0100774,0.0119687
16000,6.53,38,54,2,1,8,12,0,1,0,1,1,0,1,2450,0,0,0,0,0,1,0,0,0,544.11,147.16,663.13,0,1354.4,0.55,6002500,0.08465,7.803843,64,1444,9.680344,0,0.0432044
12798,7.11,7,23,0,0,8,14,0,1,0,1,1,1,1,1800,0,0,0,0,0,1,0,0,0,780,0,1564.5,1948.5,4293,2.38,3240000,0.335443,7.495542,64,49,9.457045,0.1522503,0.060947
6300,3.5,26,59,0,0,25,12,0,0,1,0,1,0,1,1800,0,0,0,0,0,1,0,0,0,381.73,111.85,181.71,339.91,1015.2,0.56,3240000,0.1611429,7.495542,625,676,8.748305,0.053954,0.078346
6634.61,3.54,12,39,3,0,0.5,13,0,0,0,0,1,0,1,1875,0,0,0,0,0,0,1,0,0,358.75,134.87,304.36,503.2,1301.18,0.69,3515625,0.19612,7.536364,0.25,144,8.800056,0.0758447,0.0744008
6500,3.51,10,42,3,1,2,12,1,0,0,0,1,0,1,1850,0,0,0,0,0,0,1,0,0,358.75,134.87,304.36,503.2,1301.18,0.7,3422500,0.2001815,7.522941,4,100,8.779557,0.0774154,0.0759415
6865.38,3.27,10,29,1,0,0.5,12,0,1,0,0,1,0,1,2100,0,0,0,0,0,0,1,0,0,358.75,134.87,304.36,503.2,1301.18,0.62,4410000,0.1895277,7.649693,0.25,100,8.834247,0.0732953,0.0718999
7530.92,3.84,6,25,1,1,2,12,0,0,1,0,1,0,1,1960,0,0,0,0,0,0,1,0,0,358.75,134.87,304.36,503.2,1301.18,0.66,3841600,0.1727784,7.5807,4,36,8.926772,0.0668179,0.0655458
8480.77,4.44,17,49,2,1,15,12,0,0,0,0,1,0,1,1911,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.96,3651921,0.2159144,7.555382,225,289,9.045556,0.0872079,0.0752797
7500,4.05,4,20,0,0,0.5,13,1,0,0,0,0,0,1,1850,0,0,0,0,0,0,1,0,0,382.53,169.43,309.62,565.6,1427.18,0.77,3422500,0.1902907,7.522941,0.25,16,8.922658,0.0754133,0.0735947
3864,3.5,20,65,0,0,4,13,0,0,0,0,1,0,0,1104,0,0,0,0,0,0,0,1,0,37.71,0,24.45,24.36,86.52,0.08,1218816,0.0223913,7.006695,16,400,8.259459,0.0063043,0.0097593
2080,1.67,2,18,1,1,2,10,0,0,1,0,1,0,0,1248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1557504,0,7.129298,4,4,7.640123,0,0
11220,5,10,26,0,0,8,12,0,1,0,1,1,0,0,2244,0,0,0,0,0,0,0,1,0,302.44,229.11,112.67,0,644.22,0.29,5035536,0.0574171,7.716015,64,100,9.325453,0,0.0473752
7140,4,7,25,1,0,0.5,13,0,0,1,0,1,0,1,1785,0,0,0,0,0,0,0,1,0,262.88,92.74,500.25,0,855.87,0.48,3186225,0.1198697,7.487174,0.25,49,8.873468,0,0.0498067
6503.99,3.13,33,47,0,0,4,10,0,0,1,0,1,0,1,2080,0,0,0,0,0,0,0,1,0,182.57,0,93.29,0,275.86,0.13,4326400,0.042414,7.640123,16,1089,8.780171,0,0.0280705
22500,6,19,39,2,1,0.5,14,0,0,1,1,1,0,1,3750,0,0,0,0,0,0,0,1,0,796.61,286.02,796.72,1333.98,3213.33,0.86,1.41E+07,0.1428147,8.229511,0.25,361,10.02127,0.059288,0.0481169
5060,3.67,6,22,0,1,0.5,13,0,0,1,0,1,0,1,1380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1904400,0,7.229839,0.25,36,8.529121,0,0
3045.6,2.35,29,45,0,0,4,10,0,0,1,0,0,1,0,1296,0,0,0,0,0,0,0,0,1,121.04,37.55,166.6,92.82,418.01,0.32,1679616,0.1372505,7.167038,16,841,8.021453,0.0304768,0.0520718
6850.99,3.1,1,32,0,1,2,8,0,0,1,1,0,1,0,2210,0,0,0,0,0,0,0,0,1,248.5,100.13,164.52,236.58,749.73,0.34,4884100,0.1094338,7.700748,4,1,8.832149,0.0345322,0.0508875
4895.99,2.4,17,35,2,0,0.5,14,0,1,0,0,1,0,0,2040,0,0,0,0,0,0,0,0,1,144.38,56.04,59.58,0,260,0.13,4161600,0.0531047,7.620705,0.25,289,8.496172,0,0.0409355
4443.74,2.37,8,24,0,0,0.5,16,1,0,0,0,1,0,0,1875,0,0,0,0,0,0,0,0,1,114.13,0,23.28,0,137.41,0.07,3515625,0.0309222,7.536364,0.25,64,8.399252,0,0.0256833
4499.99,2.4,3,30,3,1,0.5,10,0,1,0,0,1,0,0,1875,0,0,0,0,0,0,0,0,1,114.13,0,23.28,0,137.41,0.07,3515625,0.0305356,7.536364,0.25,9,8.411831,0,0.0253623
6336,3,33,49,0,1,4,13,0,0,0,0,1,0,0,2112,0,0,0,0,0,0,0,0,1,73,0,144.85,0,217.85,0.1,4460544,0.0343829,7.655391,16,1089,8.754003,0,0.0115215
8423.07,4.21,19,40,2,1,2,8,0,0,0,0,1,0,0,2000,0,0,0,0,0,0,0,0,1,163.31,198.82,0,0,362.13,0.18,4000000,0.0429926,7.600903,4,361,9.03873,0,0.0429926
3378.46,1.9,32,52,2,0,15,16,0,0,1,0,1,0,1,1776,0,0,0,0,0,0,0,0,1,333.97,140,132.47,188.07,794.51,0.45,3154176,0.2351693,7.482119,225,1024,8.125175,0.0556674,0.1402917
7088.39,4.6,5,25,0,1,4,18,0,0,1,0,1,1,1,1540,0,0,0,0,0,0,0,0,1,305.52,121.78,161.2,532.46,1120.96,0.73,2371600,0.1581403,7.339538,16,25,8.866214,0.0751172,0.0602817
7214.3,3.93,6,24,0,1,0.5,16,0,0,1,1,1,0,1,1837.5,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.56,3376406,0.1438781,7.516161,0.25,36,8.883821,0.0417906,0.0676933
6623.99,3.45,29,46,1,0,4,8,0,1,0,0,1,0,1,1920,0,0,0,0,0,0,0,0,1,313.89,177.23,233.62,0,724.74,0.38,3686400,0.1094114,7.560081,16,841,8.798453,0,0.0741426
6799.99,3.4,14,30,0,0,2,14,0,1,0,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,172.79,0,120.89,0,293.68,0.15,4000000,0.0431883,7.600903,4,196,8.824677,0,0.0254103
8921.77,5.2,13,42,2,0,4,13,0,0,0,0,0,0,1,1715,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.96,2941225,0.1837674,7.447168,16,169,9.09625,0.0567802,0.0880061
11550,5.5,19,40,2,0,0.5,18,0,0,1,0,1,0,1,2100,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.78,4410000,0.1419507,7.649693,0.25,361,9.354441,0.0438597,0.0679801
9750,4.88,30,51,0,1,4,14,1,0,0,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,420.22,185.04,340.9,0,946.16,0.47,4000000,0.097042,7.600903,16,900,9.185022,0,0.0620779
15288,7.8,10,28,0,1,4,16,1,0,0,0,1,0,1,1960,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.61,3841600,0.2067759,7.5807,16,100,9.634824,0.0827237,0.0812919
13200,5.98,20,44,0,1,15,12,0,0,0,0,1,0,1,2208,0,0,0,0,0,0,0,0,1,709.77,254.05,575.91,0,1539.73,0.7,4875264,0.1166462,7.699842,225,400,9.487972,0,0.0730167
21000,6.48,12,35,2,1,2,18,0,1,0,1,1,0,1,3240,0,0,0,0,0,0,0,0,1,1312.84,0,946.11,1231.44,3490.39,1.08,1.05E+07,0.166209,8.083328,4,144,9.952278,0.05864,0.0625162
7511.53,3.76,28,45,6,1,4,12,0,0,1,1,1,0,0,2000,0,0,0,0,0,0,0,0,1,353.83,149.95,266.47,261.49,1031.74,0.52,4000000,0.1373542,7.600903,16,784,8.924194,0.0348118,0.0670676
